"iso3c","year","loss"
"MUS",2005,174
"MUS",2006,142
"MUS",2007,132
"MUS",2008,189
"MUS",2009,242
"MUS",2010,23
"MUS",2011,487
"MUS",2012,152
"MUS",2013,219
"MUS",2014,532
"MUS",2015,0
"MUS",2016,0
"MUS",2017,0
"MUS",2018,0
"MUS",2019,0
"MUS",2020,0
"MUS",2021,0
"MYT",2001,31
"MYT",2002,21
"MYT",2003,31
"MYT",2004,5
"MYT",2005,34
"MYT",2006,42
"MYT",2007,20
"MYT",2008,43
"MYT",2009,6
"MYT",2010,32
"MYT",2011,2
"MYT",2012,131
"MYT",2013,328
"MYT",2014,1150
"MYT",2015,18
"MYT",2016,83
"MYT",2017,44
"MYT",2018,73
"MYT",2019,35
"MYT",2020,167
"MYT",2021,64
"MEX",2001,158303
"MEX",2002,158834
"MEX",2003,152559
"MEX",2004,169841
"MEX",2005,206856
"MEX",2006,179044
"MEX",2007,218601
"MEX",2008,184377
"MEX",2009,281232
"MEX",2010,166729
"MEX",2011,186771
"MEX",2012,174753
"MEX",2013,219048
"MEX",2014,170750
"MEX",2015,197651
"MEX",2016,274183
"MEX",2017,298788
"MEX",2018,267151
"MEX",2019,327438
"MEX",2020,299526
"MEX",2021,189079
"MDA",2001,147
"MDA",2002,230
"MDA",2003,101
"MDA",2004,264
"MDA",2005,110
"MDA",2006,173
"MDA",2007,236
"MDA",2008,135
"MDA",2009,188
"MDA",2010,177
"MDA",2011,187
"MDA",2012,1772
"MDA",2013,167
"MDA",2014,363
"MDA",2015,496
"MDA",2016,833
"MDA",2017,1092
"MDA",2018,862
"MDA",2019,817
"MDA",2020,1414
"MDA",2021,1131
"MCO",2001,0
"MCO",2002,0
"MCO",2003,0
"MCO",2004,0
"MCO",2005,0
"MCO",2006,0
"MCO",2007,0
"MCO",2008,0
"MCO",2009,0
"MCO",2010,0
"MCO",2011,0
"MCO",2012,0
"MCO",2013,0
"MCO",2014,0
"MCO",2015,0
"MCO",2016,0
"MCO",2017,0
"MCO",2018,0
"MCO",2019,0
"MCO",2020,0
"MCO",2021,0
"MNG",2001,21057
"MNG",2002,18728
"MNG",2003,38434
"MNG",2004,53303
"MNG",2005,7467
"MNG",2006,13249
"MNG",2007,48082
"MNG",2008,56001
"MNG",2009,81793
"MNG",2010,8764
"MNG",2011,3551
"MNG",2012,34640
"MNG",2013,629
"MNG",2014,523
"MNG",2015,7145
"MNG",2016,4142
"MNG",2017,25238
"MNG",2018,9225
"MNG",2019,2815
"MNG",2020,465
"MNG",2021,187
"MNE",2001,858
"MNE",2002,180
"MNE",2003,204
"MNE",2004,915
"MNE",2005,172
"MNE",2006,176
"MNE",2007,1051
"MNE",2008,1429
"MNE",2009,565
"MNE",2010,211
"MNE",2011,494
"MNE",2012,1259
"MNE",2013,2401
"MNE",2014,1438
"MNE",2015,181
"MNE",2016,1120
"MNE",2017,1269
"MNE",2018,1652
"MNE",2019,647
"MNE",2020,983
"MNE",2021,508
"MSR",2001,7
"MSR",2002,2
"MSR",2003,2
"MSR",2004,8
"MSR",2005,24
"MSR",2006,13
"MSR",2007,10
"MSR",2008,7
"MSR",2009,5
"MSR",2010,109
"MSR",2011,6
"MSR",2012,2
"MSR",2013,1
"MSR",2014,0
"MSR",2015,0
"MSR",2016,6
"MSR",2017,0
"MSR",2018,9
"MSR",2019,5
"MSR",2020,2
"MSR",2021,3
"MAR",2001,1868
"MAR",2002,3924
"MAR",2003,2043
"MAR",2004,1441
"MAR",2005,1526
"MAR",2006,2222
"MAR",2007,2513
"MAR",2008,3409
"MAR",2009,1197
"MAR",2010,988
"MAR",2011,3392
"MAR",2012,1690
"MAR",2013,836
"MAR",2014,1682
"MAR",2015,952
"MAR",2016,2041
"MAR",2017,2367
"MAR",2018,2078
"MAR",2019,1250
"MAR",2020,3621
"MAR",2021,1538
"MOZ",2001,60937
"MOZ",2002,106658
"MOZ",2003,79644
"MOZ",2004,107726
"MOZ",2005,150558
"MOZ",2006,172224
"MOZ",2007,138493
"MOZ",2008,204760
"MOZ",2009,217493
"MOZ",2010,194545
"MOZ",2011,150242
"MOZ",2012,139946
"MOZ",2013,162656
"MOZ",2014,200501
"MOZ",2015,181387
"MOZ",2016,250553
"MOZ",2017,359011
"MOZ",2018,172398
"MOZ",2019,235658
"MOZ",2020,232509
"MOZ",2021,278039
"MMR",2001,44804
"MMR",2002,66120
"MMR",2003,77224
"MMR",2004,102186
"MMR",2005,91847
"MMR",2006,127464
"MMR",2007,146598
"MMR",2008,119216
"MMR",2009,216306
"MMR",2010,169913
"MMR",2011,135716
"MMR",2012,225189
"MMR",2013,248186
"MMR",2014,331445
"MMR",2015,293305
"MMR",2016,362552
"MMR",2017,341845
"MMR",2018,278709
"MMR",2019,309418
"MMR",2020,310005
"MMR",2021,304152
"NAM",2001,418
"NAM",2002,108
"NAM",2003,209
"NAM",2004,61
"NAM",2005,64
"NAM",2006,17
"NAM",2007,80
"NAM",2008,34
"NAM",2009,85
"NAM",2010,27
"NAM",2011,71
"NAM",2012,26
"NAM",2013,2
"NAM",2014,4
"NAM",2015,0
"NAM",2016,1
"NAM",2017,2
"NAM",2018,8
"NAM",2019,2
"NAM",2020,1
"NAM",2021,4
"NRU",2001,0
"NRU",2002,0
"NRU",2003,0
"NRU",2004,0
"NRU",2005,0
"NRU",2006,0
"NRU",2007,0
"NRU",2008,0
"NRU",2009,0
"NRU",2010,0
"NRU",2011,0
"NRU",2012,0
"NRU",2013,0
"NRU",2014,0
"NRU",2015,0
"NRU",2016,0
"NRU",2017,0
"NRU",2018,0
"NRU",2019,0
"NRU",2020,0
"NRU",2021,0
"NPL",2001,1523
"NPL",2002,2129
"NPL",2003,2292
"NPL",2004,2480
"NPL",2005,2758
"NPL",2006,3255
"NPL",2007,3466
"NPL",2008,2992
"NPL",2009,5524
"NPL",2010,2348
"NPL",2011,2816
"NPL",2012,5045
"NPL",2013,835
"NPL",2014,1162
"NPL",2015,579
"NPL",2016,999
"NPL",2017,2394
"NPL",2018,1672
"NPL",2019,2087
"NPL",2020,2233
"NPL",2021,2753
"NLD",2001,736
"NLD",2002,825
"NLD",2003,310
"NLD",2004,1297
"NLD",2005,1472
"NLD",2006,1482
"NLD",2007,1646
"NLD",2008,1151
"NLD",2009,1559
"NLD",2010,3403
"NLD",2011,1155
"NLD",2012,947
"NLD",2013,514
"NLD",2014,875
"NLD",2015,894
"NLD",2016,1407
"NLD",2017,1333
"NLD",2018,1271
"NLD",2019,2481
"NLD",2020,1922
"NLD",2021,2457
"NCL",2001,698
"NCL",2002,627
"NCL",2003,884
"NCL",2004,1510
"NCL",2005,1472
"NCL",2006,2135
"NCL",2007,975
"NCL",2008,522
"NCL",2009,976
"NCL",2010,550
"NCL",2011,709
"NCL",2012,838
"NCL",2013,2282
"NCL",2014,2050
"NCL",2015,486
"NCL",2016,1324
"NCL",2017,1160
"NCL",2018,3069
"NCL",2019,812
"NCL",2020,4066
"NCL",2021,656
"NZL",2001,50528
"NZL",2002,63228
"NZL",2003,44798
"NZL",2004,60681
"NZL",2005,52519
"NZL",2006,61672
"NZL",2007,62643
"NZL",2008,61372
"NZL",2009,59613
"NZL",2010,56122
"NZL",2011,59943
"NZL",2012,69499
"NZL",2013,77542
"NZL",2014,79410
"NZL",2015,64003
"NZL",2016,80359
"NZL",2017,74884
"NZL",2018,79228
"NZL",2019,71431
"NZL",2020,60925
"NZL",2021,66243
"NIC",2001,44110
"NIC",2002,54194
"NIC",2003,46964
"NIC",2004,21065
"NIC",2005,95150
"NIC",2006,38875
"NIC",2007,88500
"NIC",2008,53814
"NIC",2009,83097
"NIC",2010,212520
"NIC",2011,43290
"NIC",2012,33723
"NIC",2013,44038
"NIC",2014,75563
"NIC",2015,35524
"NIC",2016,142444
"NIC",2017,211681
"NIC",2018,71375
"NIC",2019,77848
"NIC",2020,111303
"NIC",2021,91851
"NER",2001,0
"NER",2002,1
"NER",2003,0
"NER",2004,0
"NER",2005,0
"NER",2006,0
"NER",2007,0
"NER",2008,0
"NER",2009,0
"NER",2010,0
"NER",2011,0
"NER",2012,0
"NER",2013,0
"NER",2014,0
"NER",2015,0
"NER",2016,0
"NER",2017,0
"NER",2018,0
"NER",2019,0
"NER",2020,0
"NER",2021,0
"NGA",2001,43386
"NGA",2002,32347
"NGA",2003,13381
"NGA",2004,14644
"NGA",2005,13280
"NGA",2006,26168
"NGA",2007,24573
"NGA",2008,27471
"NGA",2009,25290
"NGA",2010,32782
"NGA",2011,53891
"NGA",2012,34971
"NGA",2013,43435
"NGA",2014,68637
"NGA",2015,40928
"NGA",2016,72189
"NGA",2017,171045
"NGA",2018,119822
"NGA",2019,86895
"NGA",2020,99200
"NGA",2021,97193
"NFK",2001,0
"NFK",2002,0
"NFK",2003,0
"NFK",2004,0
"NFK",2005,0
"NFK",2006,0
"NFK",2007,0
"NFK",2008,0
"NFK",2009,0
"NFK",2010,0
"NFK",2011,0
"NFK",2012,0
"NFK",2013,0
"NFK",2014,0
"NFK",2015,0
"NFK",2016,0
"NFK",2017,0
"NFK",2018,0
"NFK",2019,0
"NFK",2020,0
"NFK",2021,0
"PRK",2001,11946
"PRK",2002,5358
"PRK",2003,7349
"PRK",2004,11359
"PRK",2005,16529
"PRK",2006,12580
"PRK",2007,13289
"PRK",2008,18783
"PRK",2009,13114
"PRK",2010,19021
"PRK",2011,5431
"PRK",2012,16682
"PRK",2013,5031
"PRK",2014,10943
"PRK",2015,10853
"PRK",2016,11509
"PRK",2017,8523
"PRK",2018,7692
"PRK",2019,27492
"PRK",2020,14776
"PRK",2021,13743
"CYP",2001,18
"CYP",2002,3
"CYP",2003,2
"CYP",2004,15
"CYP",2005,4
"CYP",2006,16
"CYP",2007,13
"CYP",2008,20
"CYP",2009,21
"CYP",2010,10
"CYP",2011,14
"CYP",2012,6
"CYP",2013,16
"CYP",2014,28
"CYP",2015,15
"CYP",2016,22
"CYP",2017,28
"CYP",2018,18
"CYP",2019,13
"CYP",2020,6
"CYP",2021,3
"NOR",2001,22446
"NOR",2002,26636
"NOR",2003,14817
"NOR",2004,33742
"NOR",2005,24919
"NOR",2006,40649
"NOR",2007,31841
"NOR",2008,33815
"NOR",2009,23317
"NOR",2010,40129
"NOR",2011,32769
"NOR",2012,29947
"NOR",2013,33069
"NOR",2014,39149
"NOR",2015,36639
"NOR",2016,60082
"NOR",2017,57917
"NOR",2018,59220
"NOR",2019,64784
"NOR",2020,68363
"NOR",2021,63937
"OMN",2001,0
"OMN",2002,0
"OMN",2003,0
"OMN",2004,0
"OMN",2005,0
"OMN",2006,0
"OMN",2007,0
"OMN",2008,0
"OMN",2009,0
"OMN",2010,0
"OMN",2011,0
"OMN",2012,0
"OMN",2013,0
"OMN",2014,0
"OMN",2015,0
"OMN",2016,0
"OMN",2017,0
"OMN",2018,0
"OMN",2019,0
"OMN",2020,0
"OMN",2021,0
"PAK",2001,218
"PAK",2002,325
"PAK",2003,642
"PAK",2004,1168
"PAK",2005,948
"PAK",2006,1345
"PAK",2007,1123
"PAK",2008,1054
"PAK",2009,921
"PAK",2010,720
"PAK",2011,463
"PAK",2012,239
"PAK",2013,60
"PAK",2014,39
"PAK",2015,2
"PAK",2016,0
"PAK",2017,190
"PAK",2018,76
"PAK",2019,81
"PAK",2020,69
"PAK",2021,63
"PLW",2001,52
"PLW",2002,75
"PLW",2003,18
"PLW",2004,30
"PLW",2005,43
"PLW",2006,35
"PLW",2007,91
"PLW",2008,65
"PLW",2009,30
"PLW",2010,33
"PLW",2011,31
"PLW",2012,28
"PLW",2013,21
"PLW",2014,94
"PLW",2015,0
"PLW",2016,0
"PLW",2017,0
"PLW",2018,4
"PLW",2019,9
"PLW",2020,16
"PLW",2021,3
"PSE",2001,2
"PSE",2002,2
"PSE",2003,1
"PSE",2004,1
"PSE",2005,0
"PSE",2006,1
"PSE",2007,1
"PSE",2008,3
"PSE",2009,1
"PSE",2010,1
"PSE",2011,0
"PSE",2012,0
"PSE",2013,0
"PSE",2014,1
"PSE",2015,0
"PSE",2016,0
"PSE",2017,2
"PSE",2018,2
"PSE",2019,0
"PSE",2020,0
"PSE",2021,0
"PAN",2001,18264
"PAN",2002,19200
"PAN",2003,11283
"PAN",2004,16836
"PAN",2005,12349
"PAN",2006,34323
"PAN",2007,20645
"PAN",2008,39945
"PAN",2009,36947
"PAN",2010,15403
"PAN",2011,23104
"PAN",2012,17044
"PAN",2013,14041
"PAN",2014,14035
"PAN",2015,10554
"PAN",2016,17317
"PAN",2017,30879
"PAN",2018,27961
"PAN",2019,33994
"PAN",2020,27314
"PAN",2021,24390
"PNG",2001,36005
"PNG",2002,54576
"PNG",2003,31806
"PNG",2004,58329
"PNG",2005,39021
"PNG",2006,56388
"PNG",2007,49173
"PNG",2008,71045
"PNG",2009,49210
"PNG",2010,68761
"PNG",2011,53046
"PNG",2012,73333
"PNG",2013,56668
"PNG",2014,105664
"PNG",2015,180807
"PNG",2016,177926
"PNG",2017,117509
"PNG",2018,117935
"PNG",2019,95135
"PNG",2020,78440
"PNG",2021,76613
"PRY",2001,150239
"PRY",2002,195125
"PRY",2003,267309
"PRY",2004,247348
"PRY",2005,262651
"PRY",2006,148256
"PRY",2007,426216
"PRY",2008,376343
"PRY",2009,353184
"PRY",2010,442300
"PRY",2011,457196
"PRY",2012,510220
"PRY",2013,318564
"PRY",2014,345746
"PRY",2015,279375
"PRY",2016,319823
"PRY",2017,360058
"PRY",2018,258780
"PRY",2019,314373
"PRY",2020,243379
"PRY",2021,277165
"PER",2001,86014
"PER",2002,80452
"PER",2003,73869
"PER",2004,101320
"PER",2005,163023
"PER",2006,88916
"PER",2007,115743
"PER",2008,126614
"PER",2009,177914
"PER",2010,142324
"PER",2011,125265
"PER",2012,275458
"PER",2013,209307
"PER",2014,205452
"PER",2015,166500
"PER",2016,230962
"PER",2017,303281
"PER",2018,211726
"PER",2019,231257
"PER",2020,278657
"PER",2021,225204
"PHL",2001,35165
"PHL",2002,32309
"PHL",2003,35154
"PHL",2004,48579
"PHL",2005,49782
"PHL",2006,57429
"PHL",2007,66498
"PHL",2008,38703
"PHL",2009,60890
"PHL",2010,102649
"PHL",2011,33253
"PHL",2012,59587
"PHL",2013,58871
"PHL",2014,102456
"PHL",2015,65896
"PHL",2016,129110
"PHL",2017,114281
"PHL",2018,70534
"PHL",2019,64039
"PHL",2020,63728
"PHL",2021,48883
"POL",2001,19066
"POL",2002,31070
"POL",2003,33293
"POL",2004,41874
"POL",2005,82379
"POL",2006,37680
"POL",2007,57311
"POL",2008,47941
"POL",2009,46926
"POL",2010,71835
"POL",2011,56650
"POL",2012,54896
"POL",2013,35015
"POL",2014,56279
"POL",2015,42743
"POL",2016,86510
"POL",2017,96252
"POL",2018,96846
"POL",2019,76721
"POL",2020,74959
"POL",2021,77568
"PRT",2001,24405
"PRT",2002,34903
"PRT",2003,26840
"PRT",2004,55315
"PRT",2005,38934
"PRT",2006,42566
"PRT",2007,36322
"PRT",2008,33615
"PRT",2009,39860
"PRT",2010,48401
"PRT",2011,26673
"PRT",2012,58236
"PRT",2013,51884
"PRT",2014,60259
"PRT",2015,46097
"PRT",2016,94647
"PRT",2017,173895
"PRT",2018,97437
"PRT",2019,36886
"PRT",2020,62044
"PRT",2021,37224
"PRI",2001,1252
"PRI",2002,1168
"PRI",2003,1194
"PRI",2004,1324
"PRI",2005,1288
"PRI",2006,1243
"PRI",2007,1037
"PRI",2008,1216
"PRI",2009,953
"PRI",2010,595
"PRI",2011,1228
"PRI",2012,654
"PRI",2013,702
"PRI",2014,871
"PRI",2015,722
"PRI",2016,599
"PRI",2017,56205
"PRI",2018,1228
"PRI",2019,695
"PRI",2020,681
"PRI",2021,691
"QAT",2001,0
"QAT",2002,0
"QAT",2003,0
"QAT",2004,0
"QAT",2005,0
"QAT",2006,0
"QAT",2007,0
"QAT",2008,0
"QAT",2009,0
"QAT",2010,0
"QAT",2011,0
"QAT",2012,0
"QAT",2013,0
"QAT",2014,0
"QAT",2015,0
"QAT",2016,0
"QAT",2017,0
"QAT",2018,0
"QAT",2019,0
"QAT",2020,0
"QAT",2021,0
"COG",2001,27031
"COG",2002,24310
"COG",2003,18515
"COG",2004,13833
"COG",2005,18853
"COG",2006,22154
"COG",2007,29765
"COG",2008,17374
"COG",2009,19073
"COG",2010,44665
"COG",2011,28374
"COG",2012,32144
"COG",2013,54641
"COG",2014,72891
"COG",2015,47823
"COG",2016,114303
"COG",2017,63875
"COG",2018,62698
"COG",2019,73758
"COG",2020,64540
"COG",2021,58193
"REU",2001,29
"REU",2002,503
"REU",2003,143
"REU",2004,0
"REU",2005,225
"REU",2006,629
"REU",2007,0
"REU",2008,15
"REU",2009,187
"REU",2010,223
"REU",2011,562
"REU",2012,852
"REU",2013,1653
"REU",2014,675
"REU",2015,9
"REU",2016,7
"REU",2017,0
"REU",2018,0
"REU",2019,0
"REU",2020,0
"REU",2021,0
"ROU",2001,17536
"ROU",2002,16356
"ROU",2003,9428
"ROU",2004,18859
"ROU",2005,19418
"ROU",2006,13067
"ROU",2007,38082
"ROU",2008,17535
"ROU",2009,16177
"ROU",2010,17782
"ROU",2011,16927
"ROU",2012,30650
"ROU",2013,12946
"ROU",2014,19482
"ROU",2015,10906
"ROU",2016,23045
"ROU",2017,19187
"ROU",2018,18974
"ROU",2019,12266
"ROU",2020,27446
"ROU",2021,14699
"RUS",2001,1826601
"RUS",2002,2700383
"RUS",2003,3030069
"RUS",2004,3521016
"RUS",2005,1589993
"RUS",2006,2233420
"RUS",2007,2338922
"RUS",2008,3047984
"RUS",2009,2111639
"RUS",2010,1859545
"RUS",2011,3021487
"RUS",2012,5391244
"RUS",2013,4965537
"RUS",2014,4489889
"RUS",2015,2332111
"RUS",2016,5051686
"RUS",2017,5288941
"RUS",2018,5560430
"RUS",2019,3686556
"RUS",2020,5442086
"RUS",2021,6518852
"RWA",2001,1517
"RWA",2002,941
"RWA",2003,1061
"RWA",2004,1122
"RWA",2005,822
"RWA",2006,746
"RWA",2007,1430
"RWA",2008,1101
"RWA",2009,1382
"RWA",2010,2450
"RWA",2011,926
"RWA",2012,1090
"RWA",2013,2473
"RWA",2014,2889
"RWA",2015,2217
"RWA",2016,2778
"RWA",2017,2729
"RWA",2018,4291
"RWA",2019,2516
"RWA",2020,3187
"RWA",2021,2922
"KNA",2001,46
"KNA",2002,20
"KNA",2003,32
"KNA",2004,25
"KNA",2005,19
"KNA",2006,20
"KNA",2007,12
"KNA",2008,23
"KNA",2009,34
"KNA",2010,19
"KNA",2011,12
"KNA",2012,11
"KNA",2013,5
"KNA",2014,4
"KNA",2015,1
"KNA",2016,8
"KNA",2017,4
"KNA",2018,5
"KNA",2019,9
"KNA",2020,10
"KNA",2021,9
"LCA",2001,31
"LCA",2002,11
"LCA",2003,19
"LCA",2004,40
"LCA",2005,54
"LCA",2006,98
"LCA",2007,49
"LCA",2008,56
"LCA",2009,55
"LCA",2010,100
"LCA",2011,62
"LCA",2012,67
"LCA",2013,36
"LCA",2014,41
"LCA",2015,7
"LCA",2016,107
"LCA",2017,84
"LCA",2018,34
"LCA",2019,22
"LCA",2020,41
"LCA",2021,35
"SPM",2001,0
"SPM",2002,0
"SPM",2003,0
"SPM",2004,0
"SPM",2005,0
"SPM",2006,0
"SPM",2007,0
"SPM",2008,0
"SPM",2009,0
"SPM",2010,0
"SPM",2011,0
"SPM",2012,0
"SPM",2013,5
"SPM",2014,1
"SPM",2015,0
"SPM",2016,0
"SPM",2017,0
"SPM",2018,0
"SPM",2019,0
"SPM",2020,1
"SPM",2021,0
"VCT",2001,7
"VCT",2002,8
"VCT",2003,10
"VCT",2004,21
"VCT",2005,17
"VCT",2006,10
"VCT",2007,23
"VCT",2008,42
"VCT",2009,30
"VCT",2010,66
"VCT",2011,30
"VCT",2012,25
"VCT",2013,13
"VCT",2014,11
"VCT",2015,2
"VCT",2016,16
"VCT",2017,31
"VCT",2018,17
"VCT",2019,12
"VCT",2020,7
"VCT",2021,13
"BLM",2001,0
"BLM",2002,0
"BLM",2003,0
"BLM",2004,0
"BLM",2005,0
"BLM",2006,0
"BLM",2007,0
"BLM",2008,0
"BLM",2009,0
"BLM",2010,0
"BLM",2011,0
"BLM",2012,0
"BLM",2013,0
"BLM",2014,0
"BLM",2015,0
"BLM",2016,0
"BLM",2017,0
"BLM",2018,0
"BLM",2019,0
"BLM",2020,0
"BLM",2021,0
"SMR",2001,0
"SMR",2002,0
"SMR",2003,0
"SMR",2004,1
"SMR",2005,0
"SMR",2006,0
"SMR",2007,1
"SMR",2008,0
"SMR",2009,0
"SMR",2010,0
"SMR",2011,0
"SMR",2012,0
"SMR",2013,0
"SMR",2014,0
"SMR",2015,0
"SMR",2016,0
"SMR",2017,0
"SMR",2018,0
"SMR",2019,1
"SMR",2020,0
"SMR",2021,0
"SAU",2001,0
"SAU",2002,0
"SAU",2003,0
"SAU",2004,0
"SAU",2005,0
"SAU",2006,0
"SAU",2007,0
"SAU",2008,0
"SAU",2009,0
"SAU",2010,0
"SAU",2011,0
"SAU",2012,0
"SAU",2013,0
"SAU",2014,0
"SAU",2015,0
"SAU",2016,0
"SAU",2017,0
"SAU",2018,0
"SAU",2019,0
"SAU",2020,0
"SAU",2021,0
"SEN",2001,71
"SEN",2002,164
"SEN",2003,38
"SEN",2004,128
"SEN",2005,72
"SEN",2006,41
"SEN",2007,172
"SEN",2008,285
"SEN",2009,161
"SEN",2010,154
"SEN",2011,117
"SEN",2012,85
"SEN",2013,375
"SEN",2014,327
"SEN",2015,293
"SEN",2016,255
"SEN",2017,392
"SEN",2018,301
"SEN",2019,278
"SEN",2020,758
"SEN",2021,177
"SRB",2001,2380
"SRB",2002,1135
"SRB",2003,865
"SRB",2004,2638
"SRB",2005,1551
"SRB",2006,1891
"SRB",2007,2254
"SRB",2008,3260
"SRB",2009,2507
"SRB",2010,2462
"SRB",2011,2210
"SRB",2012,3478
"SRB",2013,2798
"SRB",2014,4388
"SRB",2015,2815
"SRB",2016,4676
"SRB",2017,3571
"SRB",2018,3966
"SRB",2019,3962
"SRB",2020,4987
"SRB",2021,4072
"SYC",2001,0
"SYC",2002,0
"SYC",2003,0
"SYC",2004,0
"SYC",2005,0
"SYC",2006,0
"SYC",2007,0
"SYC",2008,0
"SYC",2009,0
"SYC",2010,0
"SYC",2011,0
"SYC",2012,1
"SYC",2013,1
"SYC",2014,2
"SYC",2015,0
"SYC",2016,0
"SYC",2017,0
"SYC",2018,0
"SYC",2019,1
"SYC",2020,0
"SYC",2021,0
"SLE",2001,18596
"SLE",2002,15310
"SLE",2003,9099
"SLE",2004,4020
"SLE",2005,6872
"SLE",2006,28526
"SLE",2007,21878
"SLE",2008,20925
"SLE",2009,30546
"SLE",2010,8782
"SLE",2011,33929
"SLE",2012,16356
"SLE",2013,170278
"SLE",2014,161513
"SLE",2015,232761
"SLE",2016,177687
"SLE",2017,232753
"SLE",2018,188217
"SLE",2019,175467
"SLE",2020,154641
"SLE",2021,113033
"SGP",2001,43
"SGP",2002,124
"SGP",2003,19
"SGP",2004,35
"SGP",2005,82
"SGP",2006,56
"SGP",2007,74
"SGP",2008,35
"SGP",2009,177
"SGP",2010,44
"SGP",2011,74
"SGP",2012,92
"SGP",2013,26
"SGP",2014,191
"SGP",2015,155
"SGP",2016,154
"SGP",2017,263
"SGP",2018,289
"SGP",2019,288
"SGP",2020,165
"SGP",2021,201
"SXM",2001,1
"SXM",2002,0
"SXM",2003,2
"SXM",2004,1
"SXM",2005,4
"SXM",2006,2
"SXM",2007,5
"SXM",2008,2
"SXM",2009,3
"SXM",2010,0
"SXM",2011,3
"SXM",2012,0
"SXM",2013,3
"SXM",2014,0
"SXM",2015,0
"SXM",2016,0
"SXM",2017,5
"SXM",2018,0
"SXM",2019,0
"SXM",2020,0
"SXM",2021,0
"SVK",2001,3897
"SVK",2002,4016
"SVK",2003,3750
"SVK",2004,4625
"SVK",2005,27674
"SVK",2006,8023
"SVK",2007,9486
"SVK",2008,13466
"SVK",2009,11237
"SVK",2010,17104
"SVK",2011,11544
"SVK",2012,9170
"SVK",2013,5076
"SVK",2014,17366
"SVK",2015,5283
"SVK",2016,16943
"SVK",2017,14213
"SVK",2018,17699
"SVK",2019,10331
"SVK",2020,11947
"SVK",2021,6098
"SVN",2001,615
"SVN",2002,724
"SVN",2003,528
"SVN",2004,1272
"SVN",2005,1951
"SVN",2006,1246
"SVN",2007,2107
"SVN",2008,1857
"SVN",2009,1951
"SVN",2010,1434
"SVN",2011,1436
"SVN",2012,906
"SVN",2013,639
"SVN",2014,5389
"SVN",2015,1025
"SVN",2016,5395
"SVN",2017,4892
"SVN",2018,8236
"SVN",2019,3456
"SVN",2020,3889
"SVN",2021,2233
"SLB",2001,2187
"SLB",2002,3866
"SLB",2003,2375
"SLB",2004,3543
"SLB",2005,6549
"SLB",2006,5068
"SLB",2007,5665
"SLB",2008,8171
"SLB",2009,6035
"SLB",2010,6418
"SLB",2011,5861
"SLB",2012,8807
"SLB",2013,9471
"SLB",2014,16939
"SLB",2015,14970
"SLB",2016,17993
"SLB",2017,19761
"SLB",2018,17825
"SLB",2019,16550
"SLB",2020,14599
"SLB",2021,12000
"SOM",2001,339
"SOM",2002,251
"SOM",2003,105
"SOM",2004,215
"SOM",2005,272
"SOM",2006,119
"SOM",2007,271
"SOM",2008,250
"SOM",2009,307
"SOM",2010,140
"SOM",2011,185
"SOM",2012,195
"SOM",2013,316
"SOM",2014,123
"SOM",2015,66
"SOM",2016,86
"SOM",2017,305
"SOM",2018,44
"SOM",2019,374
"SOM",2020,155
"SOM",2021,169
"ZAF",2001,77645
"ZAF",2002,47680
"ZAF",2003,92573
"ZAF",2004,72602
"ZAF",2005,104652
"ZAF",2006,104943
"ZAF",2007,47105
"ZAF",2008,81376
"ZAF",2009,67278
"ZAF",2010,61759
"ZAF",2011,69617
"ZAF",2012,84897
"ZAF",2013,56369
"ZAF",2014,69667
"ZAF",2015,70157
"ZAF",2016,73546
"ZAF",2017,94056
"ZAF",2018,63667
"ZAF",2019,76140
"ZAF",2020,62247
"ZAF",2021,52067
"KOR",2001,5503
"KOR",2002,4705
"KOR",2003,3611
"KOR",2004,11406
"KOR",2005,8922
"KOR",2006,10148
"KOR",2007,8096
"KOR",2008,14022
"KOR",2009,16416
"KOR",2010,14425
"KOR",2011,11710
"KOR",2012,15941
"KOR",2013,9470
"KOR",2014,13426
"KOR",2015,17341
"KOR",2016,22538
"KOR",2017,20759
"KOR",2018,21850
"KOR",2019,20732
"KOR",2020,20123
"KOR",2021,17344
"SSD",2001,4906
"SSD",2002,8149
"SSD",2003,2063
"SSD",2004,10443
"SSD",2005,10566
"SSD",2006,8963
"SSD",2007,9524
"SSD",2008,9009
"SSD",2009,8058
"SSD",2010,3879
"SSD",2011,9012
"SSD",2012,6707
"SSD",2013,4931
"SSD",2014,6751
"SSD",2015,2460
"SSD",2016,4068
"SSD",2017,6856
"SSD",2018,2641
"SSD",2019,3754
"SSD",2020,2326
"SSD",2021,2812
"ESP",2001,32811
"ESP",2002,37699
"ESP",2003,23315
"ESP",2004,67274
"ESP",2005,48955
"ESP",2006,72719
"ESP",2007,60256
"ESP",2008,44288
"ESP",2009,67545
"ESP",2010,56093
"ESP",2011,39326
"ESP",2012,80496
"ESP",2013,63956
"ESP",2014,74226
"ESP",2015,65414
"ESP",2016,107562
"ESP",2017,98459
"ESP",2018,119649
"ESP",2019,71022
"ESP",2020,101988
"ESP",2021,85792
"LKA",2001,3760
"LKA",2002,3428
"LKA",2003,3149
"LKA",2004,5599
"LKA",2005,4682
"LKA",2006,7730
"LKA",2007,10242
"LKA",2008,6500
"LKA",2009,13975
"LKA",2010,7231
"LKA",2011,14737
"LKA",2012,14428
"LKA",2013,7953
"LKA",2014,12350
